View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,,Factors that will limit the project management team&rsquo;s options.,,,,,
,,,,,,,"Factors that are considered to be real, true or certain.",,,,,
,,,,,,,Factors that should always be verified before the final project is submitted for approval.,,,,,
,,,,,,1,Factors that cannot be verified and so must be considered in the project risk management.,,,,,
Radio,RM,0,1,SingleQuestion,"You are the project manager and one of your project activities is high-risk with a very high probability that your deadline is impacted. To ensure you will meet the deadline, you agreed with the major stakeholders to reduce the scope of the project to eliminate the high-risk activity. What type of risk response strategy are you using?",,,[Qno: PML_109] >> ,,,,
,,,,,,1,Mitigation,,,,,
,,,,,,,Avoidance,,,,,
,,,,,,,Transference,,,,,
,,,,,,,Acceptance,,,,,
Radio,RM,0,1,SingleQuestion,Which tool you will use to create Risk Management Plan?,,,[Qno: PML_454] >> ,,,,
,,,,,,,Documentation reviews,,,,,
,,,,,,1,Risk planning meetings,,,,,
,,,,,,,Data precision rankings,,,,,
,,,,,,,Diagramming techniques,,,,,
Radio,RM,0,1,SingleQuestion,To perform active risk acceptance what should be done?,,,[Qno: PML_471] >> ,,,,
,,,,,,,Develop a plan to minimize impact so that if an identified risk occurs impact can be reduced.,,,,,
,,,,,,,Develop a plan to minimize the probability of occurrence for identified risks.,,,,,
,,,,,,1,"Create contingency reserves in resources, money and time.",,,,,
,,,,,,,Make additional resources available to speed up the project.,,,,,
Radio,RM,0,1,SingleQuestion,In your project you noticed that people can leave due to low morale and motivation. In this context low morale and motivation is an example of ,,,[Qno: PML_728] >> A risk trigger is an indication that the risk is about to occur or has occurred.,,,,
,,,,,,,Work-around ,,,,,
,,,,,,,Risk monitoring ,,,,,
,,,,,,,Risk planning ,,,,,
,,,,,,1,Trigger,,,,,
Radio,RM,0,1,SingleQuestion,You recently completed a project phase and decide to do one party with team members at weekend. Being long weekend you know that some of the people may not come but didn&rsquo;t change your plan and went ahead with an assumption that probability is very low. This is an example of which risk response strategy?,,,[Qno: PML_733] >> ,,,,
,,,,,,,Avoidance ,,,,,
,,,,,,,Mitigation ,,,,,
,,,,,,1,Acceptance ,,,,,
,,,,,,,Transference ,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is true statement about risks? ,,,[Qno: PML_750] >> Only this is the only correct statement.,,,,
,,,,,,1,Risk identification happens in all the phases of the project. ,,,,,
,,,,,,,Risk register has list of only expired risks,,,,,
,,,,,,,You should take action only when risk has occurred,,,,,
,,,,,,,A risk that was not planned but has happened is called a trigger. ,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is an output of the Identify Risks process. ,,,[Qno: PML_752] >> Risk Register is the only output of the Risk identification process.,,,,
,,,,,,,Lessons Learned ,,,,,
,,,,,,,Checklists ,,,,,
,,,,,,,SWOT Analysis ,,,,,
,,,,,,1,None of the above,,,,,
Radio,RM,0,1,SingleQuestion,"With triangular distribution, the low, likely and high values are 20, 30 and 40, respectively. The mean is _____.",,,[Qno: PML_804] >> mean in Triangular Distribution = (20+30+40)/3= 30,,,,
,,,,,,1,30,,,,,
,,,,,,,22.5,,,,,
,,,,,,,25,,,,,
,,,,,,,27.5,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is NOT true regarding Risk Management Plan?,,,[Qno: PML_991] >> Risk register is updated when trigger for risk occurs.,,,,
,,,,,,,Risk Management Plan is an output of Plan Risk Management process,,,,,
,,,,,,1,Risk Management Plan will be updated when the trigger for a major risk occurs,,,,,
,,,,,,,"Risk Management Plan includes the categories of risk, their definition and Definition of risk probability and impact",,,,,
,,,,,,, Plan Risk Management is an input to all the remaining Risk Planning processes,,,,,
Radio,RM,0,1,SingleQuestion,"Where do you maintain low probability low impact risk, so that you can monitor them from time to time but do not waste much time on those.",,,"[Qno: PML_1167] >> A watchlist is the place to keep risks that don&rsquo;t have a high enough probability or impact to make. But they still need to be monitored. By recording the risk in a watchlist, you will have a reminder to check to be sure that circumstances haven&rsquo;t changed as your project goes on. That should give you enough time to come up with a risk response strategy if circumstances change as time goes on.  ",,,,
,,,,,,,In a trigger,,,,,
,,,,,,,In the Probability and Impact Matrix,,,,,
,,,,,,,In the Monte Carlo analysis report,,,,,
,,,,,,1,On a watchlist,,,,,
Radio,RM,0,1,SingleQuestion,You are working onsite with your customer and you have identified an opportunity to potentially increase the project&rsquo;s value. Which of the following is an example of enhancing that opportunity?,,,"[Qno: PML_1193] >> There are four things you can do with any opportunity. <BR>1- You can exploit the opportunity by making sure you do everything to take the advantage of it. <BR>2- You can share the opportunity by working with another company in a way that gives you a win-win situation. <BR>3- You can enhance the opportunity by figuring out a way to increase its value. <BR>4- Accept the opportunity as it is and move, if you cannot take advantage of the opportunity",,,,
,,,,,,,"By forming a partnership with another company, the project&rsquo;s value will increase for both companies",,,,,
,,,,,,1,"By taking additional actions, you increase the potential reward without reducing its probability",,,,,
,,,,,,,"By taking out insurance, you can reduce potential costs to the project",,,,,
,,,,,,,"By documenting the opportunity in the register, you can keep track of it and ensure it gets exploited",,,,,
Radio,RM,0,1,SingleQuestion,A project manager uses a facilitator to gather opinions from experts anonymously. What risk identification tool or technique is being performed?,,,[Qno: PML_1203] >>  The Delphi technique is used  to get opinions and ideas from experts. This technique  uses a facilitator and he questionnaires to ask experts about important project risks. Answer is taken from experts and circulated again among experts anonymously so that experts can give unbiased genuine feedback.,,,,
,,,,,,,Brainstorming,,,,,
,,,,,,,SWOT Analysis,,,,,
,,,,,,,Interviews,,,,,
,,,,,,1,Delphi Technique,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is NOT a tool or technique of Perform Qualitative Risk Analysis?,,,"[Qno: PML_1216] >> Perform Qualitative Risk Analysis is all about prioritizing each risk based on probability and impact. Perform Quantitative Risk Analysis is about quantitative decision making, EMV analysis is part of it.<BR>Remember, quantitative means numbers and qualitative means judgements! ",,,,
,,,,,,,Risk urgency assessment,,,,,
,,,,,,,Probability and impact matrix,,,,,
,,,,,,,Risk data quality assessment,,,,,
,,,,,,1,Expected monetary value analysis,,,,,
Radio,RM,0,1,SingleQuestion,"You are project manager of a software project and you have outsourced one component to the subcontractor. Based on the input received in last meeting you found that there is only 30% probability that subcontractor will be able to deliver you the component on time. And if he fail to do so it will cost you $10,000 extra to your engineers to rewrite the component. And $15,000 business will be lost due to delay in project. While discussing this problem with your technical leader he comes up with an idea that similar kind of ready made component is available at some site and using this will save project around $6,000. But there is 60% probability that our team can take the advantage of that. What is the EMV of this risk?",,,"[Qno: PML_1219] >> To calculate the expected monetary value (EMV) of a set of threat and opportunities, multiply each probability by its total cost and add them together. <BR>Cost of Threat = $10,000+$15,000 = $ 25,000<BR>Probability of occurring risk 70% (100-30= 70%)<BR>EMV of this threat = 70% x 25,000 = - $17,500<BR>Cost of Opportunity = $6,000<BR>Probability of occurring risk is 60%<BR>EMV of this opportunity= 60% x 6,000  = 3,600<BR>Total EMV of risk = -$17,500 + $3,600 = - $13,900<BR>Cost of a threat is negative, and the cost of an opportunity is positive. ",,,,
,,,,,,1,"- $13,900",,,,,
,,,,,,,"$ 6,200",,,,,
,,,,,,,"- $11,175",,,,,
,,,,,,,"$ 39,750",,,,,
Radio,RM,0,1,SingleQuestion,You are working on a pharmaceutical project and you identified that due to inefficient distillation process 20% of the chemical would be wasted therefore you ordered extra 22% chemical for the process so that project won&rsquo;t face the delay because of reordering. This is what type of risk response strategy?,,,"[Qno: PML_1224] >> You are taking action to mitigate the impact of risk.  Risk mitigation means taking some sort of action that will minimize the damage, if risk occurs. Or reduce the probability of happening the risk",,,,
,,,,,,,Avoid,,,,,
,,,,,,,Accept,,,,,
,,,,,,1,Mitigate,,,,,
,,,,,,,Transfer,,,,,
Radio,RM,0,1,SingleQuestion,Who is a risk owner?,,,"[Qno: PML_1234] >> In a risk register, every risk should be assigned to a person and that person is responsible for watching the sign of risk, updating the response plan, and initiating corrective and preventive actions. This person is called risk owner.",,,,
,,,,,,1,The person who is responsible for the response plan for the risk,,,,,
,,,,,,,The person who meets with stakeholders to explain the risk,,,,,
,,,,,,,The person who makes a risk happen,,,,,
,,,,,,,The person who monitors the watchlist that contains the risk,,,,,
Radio,RM,0,1,SingleQuestion,A contingency plan is:,,,[Qno: PML_1854] >> ,,,,
,,,,,,,A planned response that defines the steps to be taken so that any risk can be avoided,,,,,
,,,,,,1,A planned response that defines the steps to be taken if an identified risk event should occur.,,,,,
,,,,,,,A reserve used to allow for future situations which may be planned for only in part.,,,,,
,,,,,,,1 and 3,,,,,
Radio,RM,0,1,SingleQuestion,On your project you buy insurance for all the equipments what type of risk response plan this is?,,,[Qno: PML_1855] >> ,,,,
,,,,,,1,Mitigation,,,,,
,,,,,,,Acceptance,,,,,
,,,,,,,Avoidance,,,,,
,,,,,,,Analysis,,,,,
Radio,RM,0,1,SingleQuestion,Management reserves are used to handle which type of risk?,,,"[Qno: PML_1856] >> Unpredictable, unthought, unplanned risk, disaster should be managed using management reserve. Special approval is required from management to utilize this fund",,,,
,,,,,,,Known unknowns,,,,,
,,,,,,,business risks,,,,,
,,,,,,1,Unknown unknowns,,,,,
,,,,,,,pure risks,,,,,
Radio,RM,0,1,SingleQuestion,A process that is not part of Project Risk Management is:,,,[Qno: PML_2451] >> All are part of Project Risk Management except Solicitation.,,,,
,,,,,,1,Solicitation,,,,,
,,,,,,,Qualification,,,,,
,,,,,,,Quantification,,,,,
,,,,,,,Identification,,,,,
Radio,RM,0,1,SingleQuestion,What is the first process of Risk Management Knowledge Area?,,,[Qno: PML_2629] >> ,,,,
,,,,,,,Identify Risk,,,,,
,,,,,,1,Plan Risk Management,,,,,
,,,,,,,Risk Identification,,,,,
,,,,,,,Risk Planning,,,,,
Radio,SM,0,1,SingleQuestion,The Scope baseline consists of ,,,[Qno: PML_474] >> PMBOK(r) Guide 4th Edition Page-319,,,,
,,,,,,,"Cost baseline, Quality baseline and Schedule baseline",,,,,
,,,,,,1,"Scope statement, WBS, and WBS dictionary",,,,,
,,,,,,,Configuration management plan and Configuration identification document,,,,,
,,,,,,,Procurement statement of work and Project scope statement,,,,,
Radio,SM,0,1,SingleQuestion,Alan is developing prototype for his customer. What is the purpose of prototype?,,,[Qno: PML_493] >> ,,,,
,,,,,,1,Produces tangible outcome and allow for early feedback on requirements by stakeholders.,,,,,
,,,,,,,Prototypes are mostly developed toward the end of a design or build phase.,,,,,
,,,,,,,Prototypes increase the risk of misunderstandings between developers and users.,,,,,
,,,,,,,Prototyping causes significant costs and should be avoided wherever possible.,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is not true about the WBS report? ,,,[Qno: PML_720] >> WBS should focus on deliverables.,,,,
,,,,,,,The project team must be involved in developing the WBS. ,,,,,
,,,,,,,"As a rule of thumb, each activity of WBS should take less than 80 hours. ",,,,,
,,,,,,1,WBS should focus in on the activities that must be performed in the project and should not focus on the deliverables. ,,,,,
,,,,,,,WBS is usually represented in a hierarchical fashion. ,,,,,
Radio,SM,0,1,SingleQuestion,The scope management provides,,,"[Qno: PML_805] >> Project Scope Management KA contains a group of processes which are required to ensure that the project includes all the work required, and only the work required, to complete the project.",,,,
,,,,,,,A basis for future decisions about the project.,,,,,
,,,,,,,A baseline to accomplish verification measures.,,,,,
,,,,,,,A baseline to evaluate potential scope changes.,,,,,
,,,,,,1,All of the above.,,,,,
Radio,SM,0,1,SingleQuestion,Collect Requirements is:,,,[Qno: PML_821] >> Collect Requirements is progressive elaborative process and collects various type of requirement from various stakeholders so that product/service/result can be generated as defined.,,,,
,,,,,,,Developing a plan from major stakeholders,,,,,
,,,,,,,Developing options how to implement the requirement into system,,,,,
,,,,,,,Formalizing acceptance of the project scope,,,,,
,,,,,,1,Developing a written requirement documentation as the basis for future project decisions,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is true regarding Control Account?,,,[Qno: PML_1001] >> ,,,,
,,,,,,,It is the body with overall administrative authority and control over an account in the performing organization,,,,,
,,,,,,,It is a quality control tool for controlling the defects to minimize delivered defects,,,,,
,,,,,,,It is the major accounting book where all the cost details are entered for an active account,,,,,
,,,,,,1,"It is a management control point where scope, budget, actual cost and schedule are integrated and compared to earned value for performance management",,,,,
Radio,SM,0,1,SingleQuestion,Who creates the scope baseline?,,,[Qno: PML_1347] >> Stakeholders can give input but scope baseline should be created by Project Team.,,,,
,,,,,,, The project manager,,,,,
,,,,,,1, The project team,,,,,
,,,,,,, All the stakeholders,,,,,
,,,,,,, Senior management,,,,,
Radio,SM,0,1,SingleQuestion, What is scope decomposition?,,,"[Qno: PML_1399] >>  Breaking the work down to the work package level. PMBOK(r) Guide, p. 116",,,,
,,,,,,, Breaking down the work into increments of less than 40 hours each,,,,,
,,,,,,, Breaking down the work to the lowest level of detail possible,,,,,
,,,,,,, Breaking down the work by functional area,,,,,
,,,,,,1, Breaking down the work to the work package level ,,,,,
Radio,SM,0,1,SingleQuestion,Project scope is:,,,"[Qno: PML_1808] >> Project scope is the work that needs to be accomplished to deliver a product, service or result with the specified features and functions. PMBOK(r) Guide, p. 103",,,,
,,,,,,,The features and functions that are to be included in a product or service.,,,,,
,,,,,,,A narrative description of work to be performed under contract.,,,,,
,,,,,,1,The work that must be done in order to deliver a product with the specified features and functions.,,,,,
,,,,,,,all of the above,,,,,
Radio,SM,0,1,SingleQuestion,Create WBS process belongs to,,,[Qno: PML_1849] >> ,,,,
,,,,,,,Initiation Process Group,,,,,
,,,,,,,Executing Process Group,,,,,
,,,,,,,Monitoring & Controlling Process Group,,,,,
,,,,,,1,Planning Process Group,,,,,
Radio,SM,0,1,SingleQuestion,"In Project Scope Management, which process has among others also Expert judgement as Tools & Techniques?",,,"[Qno: PML_2531] >> Define scope has following tools and techniques: Expert judgement, Product Analysis, Alternatives Identification, Facilitated Workshops",,,,
,,,,,,,Create WBS,,,,,
,,,,,,,Verify Scope,,,,,
,,,,,,,Control Scope,,,,,
,,,,,,1,Define Scope,,,,,
Radio,SM,0,1,SingleQuestion,Requirement Traceability Matrix is output of which process,,,[Qno: PML_2621] >> ,,,,
,,,,,,1,Collect Requirement,,,,,
,,,,,,,Define Scope,,,,,
,,,,,,,Create WBS,,,,,
,,,,,,,Define Activities,,,,,
Radio,SM,0,1,SingleQuestion,What is the next process after collect requirement?,,,[Qno: PML_2628] >> ,,,,
,,,,,,,Development Project Management Plan,,,,,
,,,,,,,Create WBS,,,,,
,,,,,,1,Define Scope,,,,,
,,,,,,,Define Sequence,,,,,
Radio,SM,0,1,SingleQuestion,The major project scope management processes include,,,[Qno: PML_2628] >> Others are not the process as per PMBoK,,,,
,,,,,,,Initiation,,,,,
,,,,,,,Program evaluation,,,,,
,,,,,,1,Create work breakdown structure,,,,,
,,,,,,,Scope statement,,,,,
Radio,SM,0,1,SingleQuestion,The work that must be done in order to deliver a product with the specified features and functions is called,,,[Qno: PML_2629] >> ,,,,
,,,,,,1,Project scope,,,,,
,,,,,,,Statement of work,,,,,
,,,,,,,Procurement Statement of work,,,,,
,,,,,,,Product scope,,,,,
Radio,SM,0,1,SingleQuestion,Which one of the outputs below is output of define scope process,,,[Qno: PML_2633] >> ,,,,
,,,,,,,Initial project charter,,,,,
,,,,,,,Work breakdown structure,,,,,
,,,,,,1,Project scope statement,,,,,
,,,,,,,Preliminary project scope statement,,,,,
Radio,SM,0,1,SingleQuestion,An input to the collect requirements process is,,,[Qno: PML_2637] >> Stakeholder register is output of Identify Stakeholder process. Before you start collecting the requirement you need to know who are the stakeholder on project so that you can plan your requirement collection process as per the need.,,,,
,,,,,,,Strategic plan,,,,,
,,,,,,,Stakeholder management plan,,,,,
,,,,,,,Operational plan,,,,,
,,,,,,1,Stakeholder requester,,,,,
Radio,SRE,0,1,SingleQuestion,"As a project manager for a high visibility project you received a preliminary press release for your approval before distribution. You are expected to approve the release without comment. While reviewing you identified a major discrepancy regarding some key project financial estimates that may mislead the audience. As a project manager on this project, giving current conditions, it is your responsibility to:",,,[Qno: PML_108] >> ,,,,
,,,,,,1,Approve the release but send a memo to the sponsor advising that you are aware of the discrepancy.,,,,,
,,,,,,,Inform the project sponsor of the discrepancy and refuse to approve the release.,,,,,
,,,,,,,Completely rewrite the press release and include the correct information.,,,,,
,,,,,,,Approve the release as requested.,,,,,
Radio,SRE,0,1,SingleQuestion,You & your friend are working with two different competing companies and both are bidding for same project. Your friend has given you some internal bidding related information. What should you do?,,,[Qno: PML_1021] >> ,,,,
,,,,,,,Tell your friend that they should not submit the proposal,,,,,
,,,,,,,Suggest your management that we should not bid for the project,,,,,
,,,,,,1,Inform the friend that he should not providing confidential information and check with your management that whether some body else can work on this proposal.,,,,,
,,,,,,,Ask a fellow project manager to work on the proposal,,,,,
Radio,SRE,0,1,SingleQuestion,You are managing a project in a foreign country. In this country there is a normal practice for business people to exchange gifts whenever a new project is awarded. Therefore company has guidelines to accept and pay gift of certain range without approval. You given a gift to your customer. Now customer is giving you the gift of higher value than your gift. What should you do now?,,,[Qno: PML_1542] >> ,,,,
,,,,,,,Tell your customer to give the gift to your manager.,,,,,
,,,,,,,Ask your customer to give you the gift of lower or equal value than allowed limit in your organization.,,,,,
,,,,,,,"Refuse the gift graciously, explaining your company&rsquo;s policy",,,,,
,,,,,,1,Contact your company&rsquo;s management and seek for assistance,,,,,
Radio,SRE,0,1,SingleQuestion,"As a project manager you can assign any one of two team members to a highly confidential task. Both are equally capable, but one of them is a member of your in-group. To the other one, you have far more distance. How should you behave?",,,[Qno: PML_2473] >> ,,,,
,,,,,,1,You disclose the situation to stakeholders and solicit a joint decision.,,,,,
,,,,,,,You take the person not in your in-group to avoid misunderstandings.,,,,,
,,,,,,,Chose the in-group person. The trustful relation will benefit the project.,,,,,
,,,,,,,You delegate the decision to a third team member to avoid the conflict.,,,,,
Radio,SRE,0,1,SingleQuestion,Which scenarios describes a conflict of interest,,,"[Qno: PML_2619] >> Option 1- May be un-ethical as per your org policy. <BR>Option 2- As far as you are not going to benefit competitor by providing him inside information that is fine. You are hired by competitor for your talent, skill, hardwork, attitude not for giving internal information.<BR>Option 3- This is your personal matter, discussing with other colleagues can be issue if it mentioned in your employment contract",,,,
,,,,,,,Discussing your work with a friend,,,,,
,,,,,,,Accepting employment from a competitor after leaving your company,,,,,
,,,,,,,Reviewing your salary with your financial planner,,,,,
,,,,,,1,Using your company&rsquo;s information to promote your own business,,,,,
Radio,SRE,0,1,SingleQuestion,Which of the following is not a conflict of interest,,,[Qno: PML_2626] >> ,,,,
,,,,,,,Working for competing clients at the same time,,,,,
,,,,,,1,Working at the same company where your father works,,,,,
,,,,,,,Accepting a gift from a vendor who is trying to win business from your company,,,,,
,,,,,,,Use of company information to benefit a friend&rsquo;s business,,,,,
Radio,SRE,0,1,SingleQuestion,"You are working in an automobile company. Company recently has gone through the rough time due to default of some receivable from market. Company has just come out from the trouble but to improve the efficiencies in future some big changes need to done. For that purpose you contacted some vendor to supply some equipments and software. Payment terms of the vendor explicitly asks for payment within 45 days, but as per confidence your company would not be able to make the payment before 6 months. Vendor has done his due diligence and he did not find this kind of risk in your organization. what should you do?",,,[Qno: PML_2658] >> ,,,,
,,,,,,,Keep silent and award the contract,,,,,
,,,,,,,Postpone the project until you can afford to pay as per the vendor condition,,,,,
,,,,,,1,Inform the vendor of your plans; there are other suppliers you can go to if need be,,,,,
,,,,,,,Borrow some money from market and pay to the vendor,,,,,
Radio,TM,0,1,SingleQuestion,The most common type of dependency relationship is?,,,[Qno: PML_101] >> ,,,,
,,,,,,,Start-Start,,,,,
,,,,,,,Start-Finish,,,,,
,,,,,,1,Finish-Start,,,,,
,,,,,,,Finish-Finish,,,,,
Radio,TM,0,1,SingleQuestion,Your quality department told you that 25th of this month is external audit therefore all the project document should be ready by that time and you should be available for interview on that day. What did they informed you?,,,[Qno: PML_105] >> ,,,,
,,,,,,,Milestone,,,,,
,,,,,,1,Deadline,,,,,
,,,,,,,Constraint,,,,,
,,,,,,,Risk,,,,,
Radio,TM,0,1,SingleQuestion,Which of the following techniques is used to control the project schedule?,,,[Qno: PML_107] >> ,,,,
,,,,,,,Control Chart,,,,,
,,,,,,1,Variance Analysis,,,,,
,,,,,,,Statistical sampling.,,,,,
,,,,,,,Parametric modeling.,,,,,
Radio,TM,0,1,SingleQuestion,Crashing the schedule means,,,[Qno: PML_1580] >> Making the project shorter by any economic means,,,,
,,,,,,,Doing activities that were in sequence in parallel,,,,,
,,,,,,,Running the project team on overtime,,,,,
,,,,,,1,Making the project shorter by any economic means,,,,,
,,,,,,,Let the schedule of out of control project crash,,,,,
Radio,TM,0,1,SingleQuestion,Who should developed the activity duration estimates?,,,[Qno: PML_1720] >> ,,,,
,,,,,,,The project manager,,,,,
,,,,,,1,The person or team doing the work,,,,,
,,,,,,,Senior management,,,,,
,,,,,,,The customer,,,,,
Radio,TM,0,1,SingleQuestion,What is the name of the input to Develop schedule process which has details like what kind of resource is required to complete the activity.,,,[Qno: PML_2022] >> ,,,,
,,,,,,,Activity Resource Estimate,,,,,
,,,,,,,Estimate Resource Activity,,,,,
,,,,,,,Resource pool description,,,,,
,,,,,,1,Activity Resource requirements,,,,,
Radio,TM,0,1,SingleQuestion,Activity Resource Requirements is an input to which process,,,"[Qno: PML_2467] >> PMBOK(r) Guide 4th Edition, page 146",,,,
,,,,,,,Control Schedule,,,,,
,,,,,,1,Estimate Activity Durations,,,,,
,,,,,,,Sequence Activities,,,,,
,,,,,,,Estimate Activity Resources,,,,,
Radio,TM,0,1,SingleQuestion,"Scope baseline, Enterprise environmental factors, Organizational process assets are inputs to which process",,,[Qno: PML_2539] >> ,,,,
,,,,,,,Sequence Activities,,,,,
,,,,,,,Estimate Activity Resources,,,,,
,,,,,,1,Define Activities,,,,,
,,,,,,,Estimate Activity Durations,,,,,
Radio,TM,0,1,SingleQuestion,"In Project Time Management, Project documents updates is an output of all processes, except.",,,"[Qno: PML_2547] >> Output of Define Activities Process are Activity List, Activity Attributes, Milestone List",,,,
,,,,,,,Sequence Activities,,,,,
,,,,,,,Develop Schedule,,,,,
,,,,,,1,Define Activities,,,,,
,,,,,,,Control Schedule,,,,,
Radio,TM,0,1,SingleQuestion,Which of these is not hierarchical representation,,,[Qno: PML_2612] >> ,,,,
,,,,,,,Resource Breakdown Structure,,,,,
,,,,,,,Work Breakdown Structure,,,,,
,,,,,,,Risk Breakdown Structure,,,,,
,,,,,,1,Resource Histogram,,,,,
Radio,TM,0,1,SingleQuestion,"In project time management knowledge area, milestone list is output of which process",,,[Qno: PML_2619] >> ,,,,
,,,,,,1,Define Activities,,,,,
,,,,,,,Sequence Activities,,,,,
,,,,,,,Estimate Activity Duration,,,,,
,,,,,,,Develop Schedule,,,,,
